FECHA,HORA,LATITUD,LONGITUD,ALTITUD,GPS,VELOCIDAD,RUMBO,BATERIA BACKUP (%),BATERIA PRINCIPAL (MV),MOTIVO,DATOS,RECORRIDO,GRABACION,PTA CABINA,PTA CARGA
2018-06-23,20:08:11,"9,991010","-84,233104",872,1,"0,00",54,,0,Reset,GTDOG,13548300,2018-06-23 21:50:49,SI,SI
2018-06-23,19:48:07,"9,991010","-84,233104",872,1,"0,00",54,91,12898,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13548300,2018-06-23 21:50:49,SI,SI
2018-06-23,19:47:48,"9,991062","-84,233088",876,1,"0,00",54,,0,Reset,GTDOG,13548300,2018-06-23 21:50:12,SI,SI
2018-06-23,19:27:50,"9,991062","-84,233088",876,1,"0,00",54,91,12925,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13548300,2018-06-23 21:50:11,SI,SI
2018-06-23,19:27:31,"9,991015","-84,233145",873,1,"0,00",54,,0,Reset,GTDOG,13548300,2018-06-23 21:50:09,SI,SI
2018-06-23,18:46:58,"9,991015","-84,233145",873,3,"0,10",54,,0,Detención Prolongada,Detención Prolongada,0,2018-06-23 21:50:09,SI,SI
2018-06-23,18:46:58,"9,991015","-84,233145",873,3,"0,10",54,,0,Vehículo detenido,,0,2018-06-23 18:52:21,SI,SI
2018-06-23,18:46:58,"9,991015","-84,233145",873,1,"0,10",54,90,13349,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13548300,2018-06-23 18:47:36,SI,SI
2018-06-23,18:46:52,"9,991026","-84,233115",872,1,"0,00",54,,0,apagado del vehiculo,,13548300,2018-06-23 18:47:36,SI,SI
2018-06-23,18:46:30,"9,991026","-84,233115",872,1,"1,20",54,91,13751,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13548300,2018-06-23 18:47:35,SI,SI
2018-06-23,18:45:30,"9,992640","-84,234117",873,1,"0,00",151,91,13805,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13548000,2018-06-23 18:46:13,SI,SI
2018-06-23,18:44:30,"9,992903","-84,233160",873,1,"27,90",262,91,13822,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13548000,2018-06-23 18:44:42,SI,SI
2018-06-23,18:43:30,"9,994575","-84,229541",878,1,"23,30",221,91,13834,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13547600,2018-06-23 18:43:42,SI,SI
2018-06-23,18:42:30,"9,995724","-84,225503",885,1,"27,90",262,91,13861,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13547100,2018-06-23 18:42:41,SI,SI
2018-06-23,18:41:30,"9,996057","-84,222298",892,1,"10,80",258,90,13749,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13546700,2018-06-23 18:41:41,SI,SI
2018-06-23,18:40:30,"9,996262","-84,221299",895,1,"7,30",251,91,13812,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13546600,2018-06-23 18:40:42,SI,SI
2018-06-23,18:39:30,"9,996021","-84,219534",886,1,"24,90",278,90,13918,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13546400,2018-06-23 18:39:43,SI,SI
2018-06-23,18:38:33,"9,995655","-84,215919",900,1,"26,70",269,91,13884,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13546000,2018-06-23 18:38:42,SI,SI
2018-06-23,18:37:30,"9,997815","-84,212962",917,1,"23,80",252,91,13836,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13545500,2018-06-23 18:37:48,SI,SI
2018-06-23,18:36:33,"9,998656","-84,208952",923,1,"30,00",257,91,13885,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13545000,2018-06-23 18:36:45,SI,SI
2018-06-23,18:35:33,"9,998645","-84,205096",937,1,"19,40",241,91,13872,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13544500,2018-06-23 18:35:42,SI,SI
2018-06-23,18:34:33,"10,002347","-84,207889",908,1,"31,10",139,90,13904,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13544000,2018-06-23 18:34:42,SI,SI
2018-06-23,18:33:33,"10,005821","-84,210865",918,1,"13,50",144,91,13855,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13543500,2018-06-23 18:33:43,SI,SI
2018-06-23,18:32:33,"10,003814","-84,208986",908,1,"30,30",320,91,13862,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13543200,2018-06-23 18:32:43,SI,SI
2018-06-23,18:31:33,"10,002208","-84,206854",906,1,"16,00",322,91,13743,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13542800,2018-06-23 18:31:45,SI,SI
2018-06-23,18:26:29,"10,002581","-84,205710",942,1,"0,00",261,,0,encendido del vehiculo,,13542600,2018-06-23 18:26:31,SI,SI
2018-06-23,17:54:18,"10,002581","-84,205710",942,3,"0,00",261,,0,Puesta en marcha del Vehículo,,0,2018-06-23 18:30:31,SI,SI
2018-06-23,17:54:18,"10,002581","-84,205710",942,3,"0,00",261,,0,Transmisión de datos transparente,,0,2018-06-23 18:26:31,SI,SI
2018-06-23,17:54:18,"10,002581","-84,205710",942,3,"0,00",261,,0,Detención Prolongada,Detención Prolongada,0,2018-06-23 18:18:22,SI,SI
2018-06-23,17:54:18,"10,002581","-84,205710",942,3,"0,00",261,,0,Vehículo detenido,,0,2018-06-23 17:58:22,SI,SI
2018-06-23,17:54:18,"10,002581","-84,205710",942,1,"0,00",261,91,13298,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13542600,2018-06-23 17:54:20,SI,SI
2018-06-23,17:53:51,"10,002330","-84,206047",907,1,"2,70",261,,0,apagado del vehiculo,,13542600,2018-06-23 17:53:53,SI,SI
2018-06-23,17:53:20,"10,002330","-84,206047",907,1,"2,70",261,91,13681,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13542600,2018-06-23 17:53:26,SI,SI
2018-06-23,17:52:14,"10,001988","-84,206010",910,1,"0,20",57,90,13812,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13542500,2018-06-23 17:52:25,SI,SI
2018-06-23,17:51:17,"10,002558","-84,207285",909,1,"13,50",203,91,13812,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13542300,2018-06-23 17:51:26,SI,SI
2018-06-23,17:50:17,"10,003777","-84,207915",924,1,"23,10",229,90,13782,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13542000,2018-06-23 17:50:26,SI,SI
2018-06-23,17:49:17,"10,005610","-84,206100",935,1,"20,90",233,91,13872,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541700,2018-06-23 17:49:26,SI,SI
2018-06-23,17:49:17,"10,005610","-84,206100",935,3,"20,90",233,,0,Puesta en marcha del Vehículo,,0,2018-06-23 17:49:19,SI,SI
2018-06-23,17:48:50,"10,007048","-84,206521",929,3,"37,90",139,,0,Fin Estado Ralenti,,0,2018-06-23 17:48:54,SI,SI
2018-06-23,17:48:17,"10,008765","-84,208121",928,1,"21,50",133,91,13616,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541300,2018-06-23 17:48:26,SI,SI
2018-06-23,17:47:17,"10,008782","-84,208354",921,1,"0,00",202,91,12720,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:47:26,SI,SI
2018-06-23,17:47:11,"10,008782","-84,208354",921,3,"0,00",202,,0,Inicia Estado Ralenti,,0,2018-06-23 17:47:13,SI,SI
2018-06-23,17:46:17,"10,008782","-84,208354",921,1,"0,00",202,91,12748,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:46:26,SI,SI
2018-06-23,17:45:17,"10,008782","-84,208354",921,1,"0,00",202,91,12753,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:45:29,SI,SI
2018-06-23,17:44:17,"10,008782","-84,208354",921,1,"0,00",202,91,12779,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:44:26,SI,SI
2018-06-23,17:43:26,"10,008782","-84,208354",921,1,"0,00",202,91,12805,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:43:27,SI,SI
2018-06-23,17:43:12,"10,008989","-84,208399",939,1,"0,00",202,,0,encendido del vehiculo,,13541200,2018-06-23 17:43:15,SI,SI
2018-06-23,17:40:27,"10,008989","-84,208399",939,3,"0,00",202,,0,Transmisión de datos transparente,,0,2018-06-23 17:43:13,SI,SI
2018-06-23,17:40:27,"10,008989","-84,208399",939,1,"0,00",202,90,13353,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:40:29,SI,SI
2018-06-23,17:40:25,"10,008989","-84,208399",939,1,"0,00",202,,0,apagado del vehiculo,,13541200,2018-06-23 17:40:27,SI,SI
2018-06-23,17:40:01,"10,008989","-84,208399",939,1,"0,00",202,90,13776,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541200,2018-06-23 17:40:12,SI,SI
2018-06-23,17:39:01,"10,011523","-84,209800",954,1,"39,10",163,90,13929,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13541000,2018-06-23 17:39:13,SI,SI
2018-06-23,17:38:04,"10,012452","-84,210457",957,1,"0,00",76,91,13799,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540700,2018-06-23 17:38:13,SI,SI
2018-06-23,17:37:04,"10,012460","-84,210466",955,1,"0,10",76,91,13806,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540700,2018-06-23 17:37:13,SI,SI
2018-06-23,17:36:04,"10,011385","-84,214243",955,1,"14,60",75,91,13886,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540300,2018-06-23 17:36:14,SI,SI
2018-06-23,17:35:04,"10,011059","-84,215380",960,1,"13,10",74,91,13878,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540200,2018-06-23 17:35:13,SI,SI
2018-06-23,17:34:16,"10,010441","-84,216676",985,1,"3,40",54,91,13707,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:34:18,SI,SI
2018-06-23,17:33:58,"10,010123","-84,216490",941,1,"0,00",54,,0,encendido del vehiculo,,13540000,2018-06-23 17:33:59,SI,SI
2018-06-23,17:22:07,"10,010123","-84,216490",941,3,"0,00",54,,0,Transmisión de datos transparente,,0,2018-06-23 17:34:01,SI,SI
2018-06-23,17:22:07,"10,010123","-84,216490",941,1,"0,00",54,90,13428,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:22:09,SI,SI
2018-06-23,17:22:04,"10,010123","-84,216490",941,1,"0,00",54,,0,apagado del vehiculo,,13540000,2018-06-23 17:22:06,SI,SI
2018-06-23,17:21:41,"10,010123","-84,216490",941,1,"0,00",54,90,13770,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:21:50,SI,SI
2018-06-23,17:20:41,"10,010145","-84,216447",938,1,"0,00",54,90,13095,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:20:50,SI,SI
2018-06-23,17:19:41,"10,010145","-84,216447",938,1,"0,00",54,90,12919,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:19:51,SI,SI
2018-06-23,17:18:38,"10,010069","-84,216401",932,1,"0,00",54,90,13374,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:18:39,SI,SI
2018-06-23,17:18:37,"10,010069","-84,216401",932,1,"0,00",54,,0,encendido del vehiculo,,13540000,2018-06-23 17:18:39,SI,SI
2018-06-23,17:18:35,"10,010069","-84,216401",932,1,"0,00",54,,0,apagado del vehiculo,,13540000,2018-06-23 17:18:37,SI,SI
2018-06-23,17:17:36,"10,009996","-84,216382",928,1,"0,00",54,90,13722,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:17:46,SI,SI
2018-06-23,17:17:03,"10,009996","-84,216382",928,3,"0,00",54,,0,Detención Prolongada,Detención Prolongada,0,2018-06-23 17:17:05,SI,SI
2018-06-23,17:16:36,"10,009996","-84,216382",928,1,"0,00",54,90,13725,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:16:47,SI,SI
2018-06-23,17:15:36,"10,009996","-84,216382",928,1,"0,00",54,90,13707,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:15:46,SI,SI
2018-06-23,17:14:36,"10,009996","-84,216382",928,1,"0,00",54,90,13710,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:14:48,SI,SI
2018-06-23,17:13:36,"10,009996","-84,216382",928,1,"0,00",54,90,13722,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:13:47,SI,SI
2018-06-23,17:12:36,"10,009996","-84,216382",928,1,"0,00",54,90,13759,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:12:47,SI,SI
2018-06-23,17:11:36,"10,009996","-84,216382",928,1,"0,00",54,90,13754,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:11:47,SI,SI
2018-06-23,17:10:36,"10,009996","-84,216382",928,1,"0,00",54,90,13716,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:10:47,SI,SI
2018-06-23,17:09:36,"10,009996","-84,216382",928,1,"0,00",54,90,13737,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:09:47,SI,SI
2018-06-23,17:08:36,"10,009996","-84,216382",928,1,"0,00",54,90,13651,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:08:47,SI,SI
2018-06-23,17:07:39,"10,009996","-84,216382",928,1,"0,00",54,90,13635,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:07:47,SI,SI
2018-06-23,17:06:39,"10,009996","-84,216382",928,1,"0,00",54,90,13670,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:06:48,SI,SI
2018-06-23,17:05:39,"10,009996","-84,216382",928,1,"0,00",54,90,13655,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:05:48,SI,SI
2018-06-23,17:04:39,"10,009996","-84,216382",928,1,"0,00",54,90,13625,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:04:48,SI,SI
2018-06-23,17:03:39,"10,009996","-84,216382",928,1,"0,00",54,90,13631,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:03:48,SI,SI
2018-06-23,17:02:39,"10,009996","-84,216382",928,1,"0,00",54,90,13628,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13540000,2018-06-23 17:02:49,SI,SI
2018-06-23,17:01:39,"10,010082","-84,216554",937,1,"0,00",85,90,13596,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 17:01:49,SI,SI
2018-06-23,17:00:39,"10,010025","-84,216658",935,1,"0,00",164,90,13630,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 17:00:49,SI,SI
2018-06-23,16:59:39,"10,010025","-84,216658",935,1,"0,00",164,90,13643,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:59:49,SI,SI
2018-06-23,16:58:39,"10,010025","-84,216658",935,1,"0,00",164,90,13655,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:58:49,SI,SI
2018-06-23,16:57:39,"10,010025","-84,216658",935,1,"0,00",164,90,13678,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:57:49,SI,SI
2018-06-23,16:57:03,"10,010025","-84,216658",935,3,"0,00",164,,0,Vehículo detenido,,0,2018-06-23 16:57:05,SI,SI
2018-06-23,16:56:39,"10,010025","-84,216658",935,1,"0,00",164,90,13702,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:56:50,SI,SI
2018-06-23,16:55:39,"10,010025","-84,216658",935,1,"0,00",164,90,13747,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:55:49,SI,SI
2018-06-23,16:54:39,"10,010025","-84,216658",935,1,"0,00",164,90,13777,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:54:50,SI,SI
2018-06-23,16:53:39,"10,010025","-84,216658",935,1,"0,00",164,90,13803,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:53:50,SI,SI
2018-06-23,16:52:39,"10,010025","-84,216658",935,1,"0,00",164,90,13865,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:52:50,SI,SI
2018-06-23,16:51:39,"10,010433","-84,216516",935,1,"0,00",217,90,13927,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539900,2018-06-23 16:51:50,SI,SI
2018-06-23,16:50:39,"10,011145","-84,215243",944,1,"10,10",253,90,13918,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539700,2018-06-23 16:50:51,SI,SI
2018-06-23,16:49:39,"10,011734","-84,213190",948,1,"17,50",259,90,13925,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539500,2018-06-23 16:49:51,SI,SI
2018-06-23,16:48:42,"10,011498","-84,212940",947,1,"0,00",345,90,13863,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539400,2018-06-23 16:48:51,SI,SI
2018-06-23,16:47:42,"10,011029","-84,212970",942,1,"0,00",17,90,13894,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539400,2018-06-23 16:47:51,SI,SI
2018-06-23,16:46:42,"10,010503","-84,213147",936,1,"0,00",12,90,13963,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539300,2018-06-23 16:46:52,SI,SI
2018-06-23,16:45:42,"10,008360","-84,212730",928,1,"32,10",332,90,14037,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13539100,2018-06-23 16:45:52,SI,SI
2018-06-23,16:44:42,"10,002952","-84,208245",909,1,"0,00",313,90,14034,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13538300,2018-06-23 16:44:51,SI,SI
2018-06-23,16:43:42,"10,002205","-84,206864",908,1,"19,00",322,90,13912,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13538100,2018-06-23 16:43:52,SI,SI
2018-06-23,16:42:42,"10,002339","-84,206324",907,1,"0,00",328,90,13876,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13537900,2018-06-23 16:42:52,SI,SI
2018-06-23,16:41:42,"10,001992","-84,206855",905,1,"13,30",190,90,13970,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13537800,2018-06-23 16:41:52,SI,SI
2018-06-23,16:40:42,"10,000223","-84,204624",933,1,"53,10",266,90,14013,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13537400,2018-06-23 16:41:12,SI,SI
2018-06-23,16:39:42,"9,999737","-84,201511",937,1,"40,50",87,90,13980,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13536700,2018-06-23 16:40:13,SI,SI
2018-06-23,16:38:42,"9,998056","-84,206588",932,1,"27,20",117,90,14049,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13536100,2018-06-23 16:38:52,SI,SI
2018-06-23,16:37:42,"9,998430","-84,209908",919,1,"44,30",77,90,14081,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13535600,2018-06-23 16:37:53,SI,SI
2018-06-23,16:36:42,"9,997496","-84,215175",895,1,"39,40",352,90,14061,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13534900,2018-06-23 16:36:53,SI,SI
2018-06-23,16:35:42,"9,995872","-84,218599",880,1,"12,80",96,90,14009,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13534400,2018-06-23 16:35:54,SI,SI
2018-06-23,16:34:42,"9,996012","-84,222464",879,1,"16,50",78,90,13993,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13533900,2018-06-23 16:34:53,SI,SI
2018-06-23,16:33:42,"9,995952","-84,224019",882,1,"13,60",91,90,13963,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13533700,2018-06-23 16:33:54,SI,SI
2018-06-23,16:32:42,"9,995729","-84,227093",878,1,"35,00",91,90,14030,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13533400,2018-06-23 16:32:53,SI,SI
2018-06-23,16:32:09,"9,994445","-84,229639",875,3,"34,40",40,,0,Puesta en marcha del Vehículo,,0,2018-06-23 16:32:11,SI,SI
2018-06-23,16:31:45,"9,993538","-84,231001",869,1,"27,80",69,90,13993,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532900,2018-06-23 16:31:53,SI,SI
2018-06-23,16:30:42,"9,992726","-84,233937",873,1,"14,80",74,90,13951,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532600,2018-06-23 16:30:54,SI,SI
2018-06-23,16:29:45,"9,991317","-84,233608",877,1,"20,10",2,90,14006,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532400,2018-06-23 16:29:54,SI,SI
2018-06-23,16:28:57,"9,990870","-84,233069",891,1,"0,00",23,90,13912,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532300,2018-06-23 16:29:15,SI,SI
2018-06-23,16:28:42,"9,991037","-84,233109",871,1,"0,00",23,,0,encendido del vehiculo,,13532300,2018-06-23 16:28:48,SI,SI
2018-06-23,16:16:11,"9,991037","-84,233109",871,3,"0,00",23,,0,Transmisión de datos transparente,,0,2018-06-23 16:28:44,SI,SI
2018-06-23,16:16:11,"9,991037","-84,233109",871,1,"0,00",23,90,12805,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532300,2018-06-23 16:18:32,SI,SI
2018-06-23,13:18:56,"9,991037","-84,233109",871,3,"0,00",23,,0,Detención Prolongada,Detención Prolongada,0,2018-06-23 13:43:59,SI,SI
2018-06-23,13:18:56,"9,991037","-84,233109",871,3,"0,00",23,,0,Vehículo detenido,,0,2018-06-23 13:23:36,SI,SI
2018-06-23,13:18:56,"9,991037","-84,233109",871,1,"0,00",23,90,13528,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532300,2018-06-23 13:19:06,SI,SI
2018-06-23,13:18:52,"9,991037","-84,233109",871,1,"0,00",23,,0,apagado del vehiculo,,13532300,2018-06-23 13:19:04,SI,SI
2018-06-23,13:18:39,"9,991036","-84,233109",872,1,"0,10",23,90,13827,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532300,2018-06-23 13:19:04,SI,SI
2018-06-23,13:17:39,"9,992270","-84,233895",873,1,"14,10",153,90,13918,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532100,2018-06-23 13:18:10,SI,SI
2018-06-23,13:16:39,"9,992111","-84,235376",872,1,"24,90",55,90,13939,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13532000,2018-06-23 13:16:57,SI,SI
2018-06-23,13:15:39,"9,990600","-84,238006",866,1,"26,90",56,90,13915,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13531600,2018-06-23 13:15:51,SI,SI
2018-06-23,13:15:27,"9,990139","-84,238725",863,3,"31,90",56,,0,Puesta en marcha del Vehículo,,0,2018-06-23 13:15:29,SI,SI
2018-06-23,13:14:39,"9,988128","-84,241838",852,1,"24,20",62,90,13910,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13531100,2018-06-23 13:14:49,SI,SI
2018-06-23,13:13:39,"9,987706","-84,242239",845,1,"0,10",120,90,12317,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13531000,2018-06-23 13:13:42,SI,SI
2018-06-23,13:13:33,"9,987684","-84,242097",857,1,"0,00",120,,0,encendido del vehiculo,,13531000,2018-06-23 13:13:36,SI,SI
2018-06-23,12:56:02,"9,987684","-84,242097",857,3,"0,00",120,,0,Transmisión de datos transparente,,0,2018-06-23 13:13:35,SI,SI
2018-06-23,12:56:02,"9,987684","-84,242097",857,3,"0,00",120,,0,Vehículo detenido,,0,2018-06-23 13:00:29,SI,SI
2018-06-23,12:56:02,"9,987684","-84,242097",857,1,"0,00",120,90,13485,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13531000,2018-06-23 12:56:04,SI,SI
2018-06-23,12:56:00,"9,987684","-84,242097",857,1,"0,00",120,,0,apagado del vehiculo,,13531000,2018-06-23 12:56:01,SI,SI
2018-06-23,12:55:06,"9,987923","-84,242269",854,1,"8,40",157,90,13864,Por tiempo de lectura,Report ID: 1 - Report_Type: 0,13531000,2018-06-23 12:55:18,SI,SI
